"","Watershed","Site.ID","Date","Observer","Start.Time","End.time","Spp","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest","Temp","cloudcover","Precip","TTD","YMax","Day","BStrm","BFresh","BSwamp","BImp","BSalt","BForest","km"
"1098","Blackstone",153,"2023-02-13","John Crockett","2023-02-13 10:28:00","2023-02-13 11:14:00",NA,"none","kayak",0.804347826086957,0,0,0,0,0.195652173913043,2.4,39,0.3,NA,46,43,4,23.8187205579654,0,0,0,40.0775540102988,2360
"1101","Blackstone",113,"2023-02-15","Chris Boylston","2023-02-15 12:32:00","2023-02-15 13:49:00",NA,"none","kayak",0.792207792207792,0,0,0,0,0.207792207792208,9.2,27,0,NA,77,45,0,42.3639279973152,5.11657639573038,0,0,11.452477475033,1968
"1103","Blackstone",113,"2023-02-15","John Crockett","2023-02-15 12:31:00","2023-02-15 13:25:00",NA,"none","kayak",0.648148148148148,0,0,0,0,0.351851851851852,9.2,27,0,NA,54,45,0,42.3639279973152,5.11657639573038,0,0,11.452477475033,1968
"1106","Blackstone",146,"2023-02-16","Chris Boylston","2023-02-16 12:45:00","2023-02-16 13:20:00",NA,"none","kayak",0.857142857142857,0,0,0,0,0.142857142857143,14.9,30,0.2,NA,35,46,0,42.8924725280997,6.7674798787105,6.0350597000427,0,5.58694145036561,2356
"1109","Blackstone",140,"2023-02-16","Chris Boylston","2023-02-16 11:30:00","2023-02-16 12:24:00",NA,"none","kayak",0.351851851851852,0,0,0,0,0.648148148148148,13.8,30,0.2,NA,54,46,3,6.11818569875368,5.61679684368149,0,0,0,2455
"1112","Blackstone",146,"2023-02-16","John Crockett","2023-02-16 12:45:00","2023-02-16 13:18:00",NA,"none","kayak",0.787878787878788,0,0,0,0,0.212121212121212,14.9,30,0.2,NA,33,46,0,42.8924725280997,6.7674798787105,6.0350597000427,0,5.58694145036561,2356
"1115","Blackstone",140,"2023-02-16","John Crockett","2023-02-16 11:27:00","2023-02-16 12:11:00",NA,"none","kayak",0.5,0,0,0,0,0.5,12.1,30,0.2,NA,44,46,3,6.11818569875368,5.61679684368149,0,0,0,2455
"1117","Woonasquatucket-Moshassuck",54,"2023-02-17","Chris Boylston","2023-02-17 10:19:00","2023-02-17 11:01:00","Otter","none","kayak",0.976190476190476,0,0,0,0,0.0238095238095238,11.6,100,7,1,42,47,1,82.7344367635528,0,4.42313379726126,0,0,3447
"1119","Woonasquatucket-Moshassuck",54,"2023-02-17","John Crockett","2023-02-17 10:17:00","2023-02-17 11:01:00",NA,NA,"kayak",1,0,0,0,0,0,11.6,100,7,NA,44,47,1,82.7344367635528,0,4.42313379726126,0,0,3447
"1121","Blackstone",108,"2023-02-21","Chris Boylston","2023-02-21 10:25:00","2023-02-21 10:57:00",NA,"none","foot",0.0625,0.21875,0,0,0,0.71875,0.9,100,7.2,NA,32,51,3,6.60114933628022,0,37.087409157767,0,0,1777
"1122","Blackstone",108,"2023-02-21","John Crockett","2023-02-21 10:24:00","2023-02-21 10:56:00",NA,"rain on snow","kayak",0.21875,0.03125,0,0,0,0.75,1.2,100,9,NA,32,51,3,6.60114933628022,0,37.087409157767,0,0,1777
"1123","Blackstone",135,"2023-02-22","Chris Boylston","2023-02-22 12:30:00","2023-02-22 13:10:00",NA,"none","kayak",0.375,0,0.125,0,0,0.5,5.3,69,2.6,NA,40,52,4,4.45501283853985,0,6.42500357967926,0,0,1970
"1126","Blackstone",136,"2023-02-22","Chris Boylston","2023-02-22 11:40:00","2023-02-22 11:53:00",NA,"none","kayak",0.923076923076923,0,0,0,0,0.0769230769230769,4,27,2.6,NA,13,52,2,5.14788909498318,0,14.5238006345732,0,0,1967
"1127","Blackstone",109,"2023-02-22","Chris Boylston","2023-02-22 13:48:00","2023-02-22 14:26:00","Otter","none","kayak",0.315789473684211,0,0,0,0,0.684210526315789,6.5,90,2.6,4,38,52,0,46.6237129247101,0,0.357803345845446,0,0,1875
"1130","Blackstone",135,"2023-02-22","John Crockett","2023-02-22 12:30:00","2023-02-22 13:02:00",NA,"no snow","kayak",0.53125,0,0.03125,0,0,0.4375,5.3,69,2.6,NA,32,52,4,4.45501283853985,0,6.42500357967926,0,0,1970
"1132","Blackstone",136,"2023-02-22","John Crockett","2023-02-22 11:39:00","2023-02-22 11:52:00",NA,"no snow","kayak",0.769230769230769,0,0,0,0,0.230769230769231,4,27,2.6,NA,13,52,2,5.14788909498318,0,14.5238006345732,0,0,1967
"1133","Blackstone",109,"2023-02-22","John Crockett","2023-02-22 13:48:00","2023-02-22 14:21:00",NA,"no snow","kayak",0.636363636363636,0,0,0,0,0.363636363636364,6.5,90,2.6,NA,33,52,0,46.6237129247101,0,0.357803345845446,0,0,1875
"1136","Blackstone",216,"2023-02-23","Chris Boylston","2023-02-23 12:10:00","2023-02-23 12:49:00",NA,"none","foot",0.823529411764706,0,0,0,0,0.176470588235294,1.2,100,10,NA,39,53,1,5.48422039498304,0,28.1119512584487,0,0,2162
"1138","Blackstone",216,"2023-02-23","John Crockett","2023-02-23 12:09:00","2023-02-23 13:00:00",NA,"snowing","kayak",0.823529411764706,0,0,0,0,0.176470588235294,1.2,100,10,NA,51,53,1,5.48422039498304,0,28.1119512584487,0,0,2162
"1141","Blackstone",305,"2023-02-27","Chris Boylston","2023-02-27 10:50:00","2023-02-27 11:25:00",NA,"none","kayak",0.685714285714286,0.0571428571428571,0,0,0,0.257142857142857,-1,77,0.2,NA,35,57,0,7.77606473172666,23.1838929897177,0,0,35.2449773464263,3934
"1145","Blackstone",229,"2023-02-27","Chris Boylston","2023-02-27 11:27:00","2023-02-27 11:54:00",NA,"none","kayak",0.259259259259259,0.740740740740741,0,0,0,0,-1,77,0.2,NA,27,57,0,23.357153678611,43.777004226474,0,0,32.7499135392297,3934
"1149","Blackstone",228,"2023-02-27","Chris Boylston","2023-02-27 12:06:00","2023-02-27 12:35:00",NA,"none","kayak",0.896551724137931,0.103448275862069,0,0,0,0,0,82,0.2,NA,29,57,0,16.3115970826574,0,0,0,0,4033
"1153","Blackstone",305,"2023-02-27","John Crockett","2023-02-27 10:52:00","2023-02-27 11:24:00",NA,"none","kayak",0.9,0,0,0,0,0.1,-0.9,77,0.2,NA,32,57,0,7.77606473172666,23.1838929897177,0,0,35.2449773464263,3934
"1155","Blackstone",229,"2023-02-27","John Crockett","2023-02-27 11:27:00","2023-02-27 11:51:00",NA,"none","kayak",0.857142857142857,0.142857142857143,0,0,0,0,-0.9,77,0.2,NA,24,57,0,23.357153678611,43.777004226474,0,0,32.7499135392297,3934
"1157","Blackstone",228,"2023-02-27","John Crockett","2023-02-27 12:03:00","2023-02-27 12:35:00",NA,"none","kayak",0.931034482758621,0.0689655172413793,0,0,0,0,0,82,0.2,NA,32,57,0,16.3115970826574,0,0,0,0,4033
"1160","Blackstone",268,"2023-03-01","Chris Boylston","2023-03-01 10:21:00","2023-03-01 10:51:00",NA,"fresh snow","foot",0,0,0,0,0,1,-2.5,59,0.7,NA,30,59,2,0,0,0,0,2.99922422249406,3341
"1161","Blackstone",253,"2023-03-01","Chris Boylston","2023-03-01 11:12:00","2023-03-01 11:33:00",NA,"fresh snow","foot",0.0952380952380952,0,0,0,0,0.904761904761905,-0.2,43,0.7,NA,21,59,2,11.1612365197158,0,9727.99009113775,0,17.4579207731659,3439
"1162","Blackstone",268,"2023-03-01","John Crockett","2023-03-01 10:20:00","2023-03-01 10:40:00",NA,"recent snow","foot",0,0,0,0,0.1,0.9,-2.6,59,0.7,NA,20,59,2,0,0,0,0,2.99922422249406,3341
"1163","Blackstone",253,"2023-03-01","John Crockett","2023-03-01 11:10:00","2023-03-01 11:34:00",NA,"recent snow","foot",0.375,0,0,0,0,0.625,-0.3,43,0.7,NA,24,59,2,11.1612365197158,0,9727.99009113775,0,17.4579207731659,3439
"1165","Blackstone",245,"2023-03-06","Chris Boylston","2023-03-06 11:18:00","2023-03-06 11:34:00",NA,"none","foot",0.6875,0,0,0,0,0.3125,3.4,5,0,NA,16,64,0,7.89749078073844,0,2056.97067810148,0,0,2943
"1166","Blackstone",249,"2023-03-06","Chris Boylston","2023-03-06 10:30:00","2023-03-06 10:42:00",NA,"none","foot",0.916666666666667,0,0,0,0,0.0833333333333333,3.4,5,0,NA,12,64,0,13.1244373516381,0,495.888959926122,0,0,3139
"1169","Blackstone",248,"2023-03-06","Chris Boylston","2023-03-06 10:48:00","2023-03-06 10:58:00","Otter","none","foot",0.7,0,0.2,0,0,0.1,3.4,5,0,2,10,64,0,14.3383607726233,0,0,0,0,3139
"1172","Blackstone",245,"2023-03-06","John Crockett","2023-03-06 11:18:00","2023-03-06 11:32:00",NA,"none","foot",1,0,0,0,0,0,3.4,5,0,NA,14,64,0,7.89749078073844,0,2056.97067810148,0,0,2943
"1173","Blackstone",249,"2023-03-06","John Crockett","2023-03-06 10:21:00","2023-03-06 10:40:00","Otter","none","foot",0.352941176470588,0,0.176470588235294,0,0,0.470588235294118,2,3,0,7,19,64,0,13.1244373516381,0,495.888959926122,0,0,3139
"1176","Blackstone",248,"2023-03-06","John Crockett","2023-03-06 10:46:00","2023-03-06 10:55:00","Otter","none","foot",0.625,0,0.125,0,0,0.25,3.4,5,0,3,9,64,0,14.3383607726233,0,0,0,0,3139
"1178","Blackstone",311,"2023-03-08","Chris Boylston","2023-03-08 13:33:00","2023-03-08 13:55:00",NA,"none","foot",0,0,0,0,0,1,3.2,88,0,NA,22,66,1,0,0,0,0,19.727726853334,1190
"1179","Blackstone",310,"2023-03-08","Chris Boylston","2023-03-08 14:02:00","2023-03-08 14:11:00",NA,"none","foot",0,0,0,0,0,1,3.2,88,0,NA,9,66,0,0,0,0,0,78.4240135521759,1190
"1180","Blackstone",300,"2023-03-08","Chris Boylston","2023-03-08 11:04:00","2023-03-08 11:33:00",NA,"none","foot",0,0.827586206896552,0,0,0,0.172413793103448,-0.8,97,0,NA,29,66,1,4.15212112409435,37.3577890362733,0,0,0,1186
"1181","Blackstone",321,"2023-03-08","Chris Boylston","2023-03-08 12:45:00","2023-03-08 12:56:00",NA,"none","foot",0,0,0,0,0,1,2.5,100,0,NA,11,66,1,0,0,0,0,10.0904485467173,1189
"1182","Blackstone",321,"2023-03-08","John Crockett","2023-03-08 12:43:00","2023-03-08 12:52:00",NA,"old snow on ground","foot",0,0,0,0,0,1,2.4,100,0,NA,9,66,1,0,0,0,0,10.0904485467173,1189
"1183","Blackstone",311,"2023-03-08","John Crockett","2023-03-08 13:33:00","2023-03-08 13:51:00",NA,"old snow on ground","foot",0,0,0,0,0,1,3.1,88,0,NA,18,66,1,0,0,0,0,19.727726853334,1190
"1185","Blackstone",310,"2023-03-08","John Crockett","2023-03-08 14:00:00","2023-03-08 14:10:00",NA,"old snow on ground","foot",0,0,0,0,0,1,3.1,88,0,NA,10,66,0,0,0,0,0,78.4240135521759,1190
"1186","Blackstone",300,"2023-03-08","John Crockett","2023-03-08 11:01:00","2023-03-08 11:32:00",NA,"old snow on ground","foot",0,0.866666666666667,0,0,0,0.133333333333333,-0.8,97,0,NA,31,66,1,4.15212112409435,37.3577890362733,0,0,0,1186
"1187","Blackstone",308,"2023-03-09","Chris Boylston","2023-03-09 13:10:00","2023-03-09 13:40:00",NA,NA,"kayak",0.3,0.7,0,0,0,0,3.7,42,0,NA,30,67,2,15.5456863993048,7.3978682684011,0,0,38.9831452505409,1190
"1189","Blackstone",320,"2023-03-09","John Crockett","2023-03-09 11:17:00","2023-03-09 11:50:00",NA,"recentish","kayak",1,0,0,0,0,0,0.8,65,0,NA,33,67,0,55.3162693463073,10.7561356986976,1650.02962613752,0,0,1092
"1191","Blackstone",309,"2023-03-09","John Crockett","2023-03-09 11:54:00","2023-03-09 12:32:00",NA,"recentish","kayak",0.813953488372093,0,0,0,0,0.186046511627907,2.3,69,0,NA,38,67,0,27.7963954583635,8.19986630649905,0,0,8.73994628797615,1190
"1194","Blackstone",322,"2023-03-09","John Crockett","2023-03-09 12:41:00","2023-03-09 13:00:00",NA,"recentish","kayak",0.681818181818182,0,0,0,0,0.318181818181818,3.7,42,0,NA,19,67,0,8.33072220046393,0,0,0,0,1091
"1196","Blackstone",308,"2023-03-09","John Crockett","2023-03-09 13:10:00","2023-03-09 13:39:00",NA,"recentish","kayak",0.3,0.7,0,0,0,0,3.7,42,0,NA,29,67,2,15.5456863993048,7.3978682684011,0,0,38.9831452505409,1190
"1199","Blackstone",257,"2023-03-10","Chris Boylston","2023-03-10 11:24:00","2023-03-10 11:49:00",NA,"N","kayak",0.84,0,0,0,0,0.16,2.3,30,0.2,NA,25,68,0,4.12970158366052,4.68726952848059,17857.1305351739,0,0.132996890917375,1673
"1201","Blackstone",258,"2023-03-10","Chris Boylston","2023-03-10 11:49:00","2023-03-10 12:30:00",NA,"N","kayak",0.317073170731707,0,0,0,0,0.682926829268293,3.8,30,0.2,NA,41,68,4,10.6828571656042,0,4268.75356958235,0,23.9626691879618,1673
"1202","Blackstone",125,"2023-03-10","Chris Boylston","2023-03-10 13:23:00","2023-03-10 13:33:00",NA,"N","kayak",0,0,0,0,0,1,5,30,0.2,NA,10,68,4,0.86820305277245,0,2.10962987393845,0,8.64878016111079,1671
"1203","Blackstone",325,"2023-03-10","Chris Boylston","2023-03-10 10:24:00","2023-03-10 10:41:00",NA,"N","kayak",0.882352941176471,0,0,0,0,0.117647058823529,-1,19,0.2,NA,17,68,3,4.65322194924333,0,33332.2815463605,0,0,1478
"1204","Woonasquatucket-Moshassuck",30,"2023-03-21","Chris Boylston","2023-03-21 10:43:00","2023-03-21 11:05:00",NA,"none","kayak",1,0,0,0,0,0,7.3,1,0,NA,22,79,1,10.2312492212675,0,3.690986261856,0,0,2468
"1205","Woonasquatucket-Moshassuck",35,"2023-03-21","Chris Boylston","2023-03-21 11:22:00","2023-03-21 11:32:00",NA,"none","kayak",1,0,0,0,0,0,7.3,1,0,NA,10,79,1,31.92480737225,0,0,0,0,2565
"1206","Woonasquatucket-Moshassuck",32,"2023-03-21","Chris Boylston","2023-03-21 11:53:00","2023-03-21 12:07:00","Otter","none","kayak",1,0,0,0,0,0,9.6,0,0,6,14,79,1,48.2489328278812,0,1.07428178069655,0,0,2368
"1207","Woonasquatucket-Moshassuck",33,"2023-03-21","Chris Boylston","2023-03-21 12:23:00","2023-03-21 12:42:00","Otter","none","kayak",1,0,0,0,0,0,9.6,0,0,11,19,79,1,39.0380533370723,0,0.034347577600057,0,0,2467
"1208","Woonasquatucket-Moshassuck",30,"2023-03-21","John Crockett","2023-03-21 10:42:00","2023-03-21 11:00:00",NA,"none","kayak",0.944444444444444,0,0,0,0,0.0555555555555556,7.3,1,0,NA,18,79,1,10.2312492212675,0,3.690986261856,0,0,2468
"1209","Woonasquatucket-Moshassuck",35,"2023-03-21","John Crockett","2023-03-21 11:22:00","2023-03-21 11:31:00",NA,"none","kayak",1,0,0,0,0,0,7.3,1,0,NA,9,79,1,31.92480737225,0,0,0,0,2565
"1210","Woonasquatucket-Moshassuck",32,"2023-03-21","John Crockett","2023-03-21 11:51:00","2023-03-21 12:05:00","Otter","none","kayak",1,0,0,0,0,0,9.6,0,0,6,14,79,1,48.2489328278812,0,1.07428178069655,0,0,2368
"1211","Woonasquatucket-Moshassuck",33,"2023-03-21","John Crockett","2023-03-21 12:20:00","2023-03-21 12:42:00","Otter","none","kayak",1,0,0,0,0,0,9.6,0,0,15,22,79,1,39.0380533370723,0,0.034347577600057,0,0,2467
"1212","Blackstone",296,"2023-03-22","Chris Boylston","2023-03-22 10:39:00","2023-03-22 11:05:00",NA,"none","foot",0,0,0,0,0,1,7.3,31,0,NA,26,80,3,0,0,4848.23700845707,0,10.7440566150993,1473
"1213","Blackstone",294,"2023-03-22","Chris Boylston","2023-03-22 11:44:00","2023-03-22 12:21:00",NA,"none","foot",0.135135135135135,0,0,0.135135135135135,0,0.72972972972973,9.7,49,0,NA,37,80,3,1.81857545813045,0,3216.04270840113,0,30.6651770408793,1571
"1215","Blackstone",292,"2023-03-22","Chris Boylston","2023-03-22 12:21:00","2023-03-22 12:45:00",NA,"none","foot",0,0,0,0,0.0833333333333333,0.916666666666667,9.7,49,0,NA,24,80,3,0,0.716122419525808,2485.56357326569,0,10.7095172006664,1572
"1216","Blackstone",293,"2023-03-22","Chris Boylston","2023-03-22 12:48:00","2023-03-22 13:06:00",NA,"none","foot",0,0,0,0,0.388888888888889,0.611111111111111,11.3,63,0,NA,18,80,4,1.99151850534031,0.772341396778202,0,0,27.7838744901061,1572
"1217","Blackstone",296,"2023-03-22","John Crockett","2023-03-22 10:39:00","2023-03-22 10:55:00",NA,"none","foot",0,0,0,0,0,1,7.3,31,0,NA,16,80,3,0,0,4848.23700845707,0,10.7440566150993,1473
"1218","Blackstone",294,"2023-03-22","John Crockett","2023-03-22 11:45:00","2023-03-22 12:21:00",NA,"none","foot",0.0833333333333333,0,0,0.222222222222222,0,0.694444444444444,9.7,49,0,NA,36,80,3,1.81857545813045,0,3216.04270840113,0,30.6651770408793,1571
"1220","Blackstone",292,"2023-03-22","John Crockett","2023-03-22 12:24:00","2023-03-22 12:36:00",NA,"none","foot",0,0,0,0,0.166666666666667,0.833333333333333,9.7,49,0,NA,12,80,3,0,0.716122419525808,2485.56357326569,0,10.7095172006664,1572
"1221","Blackstone",242,"2023-03-23","Chris Boylston","2023-03-23 11:22:00","2023-03-23 11:50:00",NA,"none","kayak",0.785714285714286,0,0,0,0,0.214285714285714,9.4,47,1.3,NA,28,81,2,14.7757612199719,8.39738350296818,0,0,22.0143748428805,1779
"1222","Blackstone",242,"2023-03-23","John Crockett","2023-03-23 11:23:00","2023-03-23 11:50:00",NA,"none","kayak",0.62962962962963,0,0,0,0,0.37037037037037,9.4,47,1.3,NA,27,81,2,14.7757612199719,8.39738350296818,0,0,22.0143748428805,1779
"1223","Blackstone",204,"2023-06-05","Chris Boylston","2023-06-05 10:57:00","2023-06-05 11:04:00",NA,"none","foot",0.857142857142857,0,0,0,0,0.142857142857143,11.3,100,1.9,NA,7,155,0,1.3445251038679,0,5.89802197791759,0,0,3824
"1224","Blackstone",224,"2023-06-05","Chris Boylston","2023-06-05 11:30:00","2023-06-05 11:55:00",NA,"none","foot",0.8,0,0,0,0,0.2,12.2,100,1.9,NA,25,155,1,50.6331122274282,0,0,0,0,3923
"1226","Blackstone",297,"2023-06-05","Chris Boylston","2023-06-05 12:17:00","2023-06-05 12:32:00",NA,"none","foot",0.8,0,0,0,0,0.2,12.2,100,1.9,NA,15,155,0,6.68224690689273,0,143.166155797586,0,0,2746
"1228","Blackstone",196,"2023-06-05","Chris Boylston","2023-06-05 12:51:00","2023-06-05 13:27:00",NA,"none","foot",0.361111111111111,0,0,0,0,0.638888888888889,12.8,100,1.9,NA,36,155,0,32.8355223357198,0,0,0,2.14196924235039,3923
"1230","Blackstone",225,"2023-06-05","Chris Boylston","2023-06-05 13:27:00","2023-06-05 13:57:00",NA,"none","foot",0.333333333333333,0,0,0,0,0.666666666666667,12.8,100,1.9,NA,30,155,4,4.28385935439339,0,4.28515875669723,0,0,4021
"1233","Blackstone",211,"2023-06-05","Chris Boylston","2023-06-05 13:57:00","2023-06-05 14:06:00",NA,"none","foot",0.777777777777778,0,0,0,0,0.222222222222222,13.3,100,1.9,NA,9,155,0,1.83708324870127,0,2.87474561709336,0,0,4021
"1235","Blackstone",204,"2023-06-05","John Crockett","2023-06-05 10:55:00","2023-06-05 11:02:00",NA,"none","foot",0.571428571428571,0,0,0,0,0.428571428571429,11.3,100,1.9,NA,7,155,0,1.3445251038679,0,5.89802197791759,0,0,3824
"1236","Blackstone",224,"2023-06-05","John Crockett","2023-06-05 11:29:00","2023-06-05 11:53:00","Otter","none","foot",0.75,0,0,0,0,0.25,11.3,100,1.9,8,24,155,1,50.6331122274282,0,0,0,0,3923
"1238","Blackstone",197,"2023-06-05","John Crockett","2023-06-05 12:16:00","2023-06-05 12:28:00",NA,"none","foot",0.583333333333333,0,0,0,0,0.416666666666667,12.2,100,1.9,NA,12,155,1,8.60715507309734,0,0,0,0.81760320724079,3922
"1239","Blackstone",196,"2023-06-05","John Crockett","2023-06-05 12:49:00","2023-06-05 13:21:00",NA,"none","foot",0.4375,0,0,0,0,0.5625,12.8,100,1.9,NA,32,155,0,32.8355223357198,0,0,0,2.14196924235039,3923
"1241","Blackstone",225,"2023-06-05","John Crockett","2023-06-05 13:26:00","2023-06-05 13:50:00",NA,"none","foot",0.416666666666667,0,0,0,0,0.583333333333333,12.8,100,1.9,NA,24,155,4,4.28385935439339,0,4.28515875669723,0,0,4021
"1243","Blackstone",211,"2023-06-05","John Crockett","2023-06-05 13:55:00","2023-06-05 14:04:00",NA,"none","foot",0.7,0,0,0,0,0.3,13.3,100,1.9,NA,9,155,0,1.83708324870127,0,2.87474561709336,0,0,4021
"1244","Blackstone",132,"2023-06-06","Chris Boylston","2023-06-06 14:14:00","2023-06-06 14:35:00",NA,"none","foot",0,0,0,0,0,1,23,16,2.2,NA,21,156,3,0,0,2.17331798700865,0,33.7283681169514,1965
"1245","Blackstone",133,"2023-06-06","Chris Boylston","2023-06-06 14:35:00","2023-06-06 15:03:00",NA,"none","foot",0,0,0,0,0,1,19.4,55,2.2,NA,28,156,3,0,0,0,0,44.1012814896232,1965
"1247","Blackstone",296,"2023-06-06","Chris Boylston","2023-06-06 10:40:00","2023-06-06 11:02:00",NA,"none","foot",0,0,0,0,0,1,20.5,8,2.2,NA,22,156,3,0,0,4848.23700845707,0,10.7440566150993,1473
"1249","Blackstone",115,"2023-06-06","Chris Boylston","2023-06-06 11:16:00","2023-06-06 11:30:00",NA,"none","foot",0,0,0,0,0.642857142857143,0.357142857142857,20.5,8,2.2,NA,14,156,0,0,4.5001498942601,0.238141127471058,0,4.04369894056658,1472
"1250","Blackstone",294,"2023-06-06","Chris Boylston","2023-06-06 12:06:00","2023-06-06 12:31:00",NA,"none","foot",0.04,0,0,0.2,0,0.76,21.9,2,2.2,NA,25,156,3,1.81857545813045,0,3216.04270840113,0,30.6651770408793,1571
"1251","Blackstone",292,"2023-06-06","Chris Boylston","2023-06-06 12:35:00","2023-06-06 12:45:00",NA,"none","foot",0,0,0,0,0.5,0.5,23,5,2.2,NA,10,156,3,0,0.716122419525808,2485.56357326569,0,10.7095172006664,1572
"1252","Blackstone",293,"2023-06-06","Chris Boylston","2023-06-06 12:50:00","2023-06-06 13:04:00",NA,"none","foot",0,0,0,0,0.0714285714285714,0.928571428571429,23,5,2.2,NA,14,156,4,1.99151850534031,0.772341396778202,0,0,27.7838744901061,1572
"1253","Blackstone",296,"2023-06-06","John Crockett","2023-06-06 10:38:00","2023-06-06 11:00:00",NA,"none","foot",0,0,0,0,0,1,20.5,8,2.2,NA,22,156,3,0,0,4848.23700845707,0,10.7440566150993,1473
"1254","Blackstone",115,"2023-06-06","John Crockett","2023-06-06 11:16:00","2023-06-06 11:25:00",NA,"none","foot",0,0,0,0,0.333333333333333,0.666666666666667,20.5,8,2.2,NA,9,156,0,0,4.5001498942601,0.238141127471058,0,4.04369894056658,1472
"1255","Blackstone",294,"2023-06-06","John Crockett","2023-06-06 12:04:00","2023-06-06 12:41:00",NA,"none","foot",0.0540540540540541,0,0,0.189189189189189,0,0.756756756756757,21.9,2,2.2,NA,37,156,3,1.81857545813045,0,3216.04270840113,0,30.6651770408793,1571
"1257","Blackstone",292,"2023-06-06","John Crockett","2023-06-06 12:41:00","2023-06-06 12:47:00",NA,"none","foot",0,0,0,0,0.166666666666667,0.833333333333333,23,5,2.2,NA,6,156,3,0,0.716122419525808,2485.56357326569,0,10.7095172006664,1572
"1258","Blackstone",293,"2023-06-06","John Crockett","2023-06-06 12:48:00","2023-06-06 13:01:00",NA,"none","foot",0,0,0,0,0.307692307692308,0.692307692307692,23,5,2.2,NA,13,156,4,1.99151850534031,0.772341396778202,0,0,27.7838744901061,1572
"1261","Blackstone",132,"2023-06-06","John Crockett","2023-06-06 14:14:00","2023-06-06 14:33:00",NA,"none","foot",0,0,0,0,0,1,23,16,2.2,NA,19,156,3,0,0,2.17331798700865,0,33.7283681169514,1965
"1262","Blackstone",133,"2023-06-06","John Crockett","2023-06-06 14:35:00","2023-06-06 15:01:00",NA,"none","foot",0,0,0,0,0,1,19.4,55,2.2,NA,26,156,3,0,0,0,0,44.1012814896232,1965
"1264","Blackstone",300,"2023-06-07","Chris Boylston","2023-06-07 10:00:00","2023-06-07 10:35:00",NA,"none","foot",0,0.885714285714286,0,0,0,0.114285714285714,15.6,32,0.4,NA,35,157,1,4.15212112409435,37.3577890362733,0,0,0,1186
"1265","Blackstone",76,"2023-06-07","Chris Boylston","2023-06-07 11:15:00","2023-06-07 11:31:00",NA,"none","foot",0,0,0,0,0,1,17.1,100,0.4,NA,16,157,0,1.23056678193658,1.1754227788611,21.5377373110025,0,20.7877393153405,1478
"1266","Blackstone",80,"2023-06-07","Chris Boylston","2023-06-07 11:31:00","2023-06-07 11:52:00",NA,"none","foot",0,0,0,0,0,1,17.9,54,0.4,NA,21,157,1,0,0.6300314552064,6.41620184207961,0,45.8374035129808,1478
"1267","Blackstone",323,"2023-06-07","Chris Boylston","2023-06-07 13:10:00","2023-06-07 13:47:00",NA,"none","foot",0,0,0,0,0,1,18.5,86,0.4,NA,37,157,3,0,10.45193294055,0,0,35.8143336018082,1865
"1269","Blackstone",300,"2023-06-07","John Crockett","2023-06-07 09:59:00","2023-06-07 10:31:00",NA,"none","foot",0,0.90625,0,0,0,0.09375,15.6,32,0.4,NA,32,157,1,4.15212112409435,37.3577890362733,0,0,0,1186
"1271","Blackstone",76,"2023-06-07","John Crockett","2023-06-07 11:12:00","2023-06-07 11:25:00",NA,"none","foot",0,0,0,0,0,1,17.1,100,0.4,NA,13,157,0,1.23056678193658,1.1754227788611,21.5377373110025,0,20.7877393153405,1478
"1272","Blackstone",80,"2023-06-07","John Crockett","2023-06-07 11:28:00","2023-06-07 11:48:00",NA,"none","foot",0,0,0,0,0,1,17.1,100,0.4,NA,20,157,1,0,0.6300314552064,6.41620184207961,0,45.8374035129808,1478
"1273","Blackstone",323,"2023-06-07","John Crockett","2023-06-07 13:09:00","2023-06-07 13:40:00",NA,"none","foot",0,0,0,0,0,1,18.5,86,0.4,NA,31,157,3,0,10.45193294055,0,0,35.8143336018082,1865
"1274","Blackstone",139,"2023-06-08","Chris Boylston","2023-06-08 12:46:00","2023-06-08 13:10:00",NA,"none","foot",0,0,0,0,0,1,16.2,79,0.9,NA,24,158,1,0,0.001757502340931,2.1275497537278,0,5.50156692607271,2652
"1276","Blackstone",163,"2023-06-08","Chris Boylston","2023-06-08 14:02:00","2023-06-08 14:11:00",NA,"none","foot",0.666666666666667,0,0,0,0,0.333333333333333,16.7,73,0.9,NA,9,158,0,3.80960607088011,0,5.89233804605284,0,0,2945
"1277","Blackstone",245,"2023-06-08","Chris Boylston","2023-06-08 14:30:00","2023-06-08 14:49:00",NA,"none","foot",0.315789473684211,0,0,0,0,0.684210526315789,17.6,51,0.9,NA,19,158,0,7.89749078073844,0,2056.97067810148,0,0,2943
"1279","Blackstone",249,"2023-06-08","Chris Boylston","2023-06-08 15:13:00","2023-06-08 15:36:00","Otter","none","foot",0.782608695652174,0,0,0,0,0.217391304347826,17.6,51,0.9,2,23,158,0,13.1244373516381,0,495.888959926122,0,0,3139
"1282","Blackstone",248,"2023-06-08","Chris Boylston","2023-06-08 15:36:00","2023-06-08 15:45:00","Otter","none","foot",0.888888888888889,0,0.111111111111111,0,0,0,17.9,74,0.9,2,9,158,0,14.3383607726233,0,0,0,0,3139
"1285","Blackstone",139,"2023-06-08","John Crockett","2023-06-08 12:39:00","2023-06-08 13:08:00","Otter","none","foot",0,0,0,0,0,1,16.2,79,0.9,1,29,158,1,0,0.001757502340931,2.1275497537278,0,5.50156692607271,2652
